Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equaliser	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Pretty Rave Girl (Suae X Technikore Remix)	S3RL, Suae, Technikore									2584144	80			1			44505	44505	128	44100		MPEG audio file								Macintosh HD/Users/bea/Music/Music/Media.localized/Music/S3RL, Suae, Technikore/Pretty Rave Girl (Suae X Technikore Remix)/01 Pretty Rave Girl (Suae X Technikore Remix).mp3
Rainbow Road	nanobii									2783436	86			1			44505	44505	128	44100		MPEG audio file								Macintosh HD/Users/bea/Music/Music/Media.localized/Music/nanobii/Rainbow Road/01 Rainbow Road.mp3
Us Against the World	Darren Styles									4339520	136			1			44505	44505	128	44100		MPEG audio file								Macintosh HD/Users/bea/Music/Music/Media.localized/Music/Darren Styles/Us Against the World/01 Us Against the World.mp3
The Munsta	SCNDL									3991750	124			1			44505	44505	128	44100		MPEG audio file								Macintosh HD/Users/bea/Music/Music/Media.localized/Music/SCNDL/The Munsta/01 The Munsta.mp3
Party Don't Stop	Darren Styles, Dougal, Gammer									3159638	98			13			44505	44505	128	44100		MPEG audio file								Macintosh HD/Users/bea/Music/Music/Media.localized/Music/Darren Styles, Dougal, Gammer/Monstercat Uncaged Vol. 2/13 Party Don't Stop.mp3
Bass Drop	Zero Hero									2976546	93			17			44505	44505	128	44100		MPEG audio file								Macintosh HD/Users/bea/Music/Music/Media.localized/Music/Zero Hero/Monstercat Uncaged, Vol. 1/17 Bass Drop.mp3
Switch	Darren Styles									3937415	110			1			44505	44505	128	44100		MPEG audio file								Macintosh HD/Users/bea/Music/Music/Media.localized/Music/Darren Styles/Switch/01 Switch.mp3
Never Let Me Down	Darren Styles, David Spekter									3055976	95			1			44505	44505	128	44100		MPEG audio file								Macintosh HD/Users/bea/Music/Music/Media.localized/Music/Darren Styles, David Spekter/Never Let Me Down/01 Never Let Me Down.mp3
